timestamp_utc,pair,aspect_angle,aspect_name,orb_resid_deg,bar_index,candle_open_time
2026-04-11 10:22:22.272990+00:00,moon-pluto,0.0,conjunction,0.0,3944,2026-04-11 08:00:00+00:00
2026-04-18 00:46:03.020373+00:00,moon-pluto,90.0,square,0.0,3984,2026-04-18 00:00:00+00:00
2026-04-24 05:12:43.236456+00:00,moon-pluto,180.0,opposition,0.0,4021,2026-04-24 04:00:00+00:00
2026-05-01 05:50:41.853795+00:00,moon-pluto,270.0,square_lower,0.0,4063,2026-05-01 04:00:00+00:00
2026-05-08 18:21:59.291747+00:00,moon-pluto,0.0,conjunction,0.0,4108,2026-05-08 16:00:00+00:00
2026-05-15 11:24:57.206164+00:00,moon-pluto,90.0,square,0.0,4148,2026-05-15 08:00:00+00:00
2026-05-21 12:01:28.178450+00:00,moon-pluto,180.0,opposition,0.0,4185,2026-05-21 12:00:00+00:00
2026-05-28 11:34:03.720931+00:00,moon-pluto,270.0,square_lower,0.0,4226,2026-05-28 08:00:00+00:00
2026-06-05 00:21:49.105791+00:00,moon-pluto,0.0,conjunction,0.0,4272,2026-06-05 00:00:00+00:00
2026-06-11 21:07:40.370755+00:00,moon-pluto,90.0,square,0.0,4313,2026-06-11 20:00:00+00:00
2026-06-17 20:28:54.894687+00:00,moon-pluto,180.0,opposition,0.0,4349,2026-06-17 20:00:00+00:00
