pair,aspect,in_window_bars,rate_in,lift,binomial_p,random_p,holdout_in_bars,holdout_lift,bh_significant
moon-jupiter,180.0,136,0.5808823529411765,1.1326442065978266,0.06635650995846859,0.05970149253731343,36,1.1002334551360131,False
moon-saturn,180.0,143,0.5804195804195804,1.1317418610318017,0.062394921776967205,0.04975124378109453,37,1.3253777529051585,False
mars-pluto,180.0,269,0.5799256505576208,1.130778762749023,0.016012689515305784,0.014925373134328358,98,0.9238111809888389,False
venus-saturn,0.0,303,0.5775577557755776,1.1261616792842992,0.01390178914606093,0.004975124378109453,214,1.1633977255910843,False
mars-neptune,60.0,118,0.576271186440678,1.123653038255385,0.09900748149250041,0.0845771144278607,0,,False
sun-uranus,135.0,120,0.575,1.1211743918474686,0.10174311135967563,0.13432835820895522,24,1.6503501827040195,False
venus-uranus,45.0,105,0.5714285714285714,1.1142105757490373,0.13489707594519493,0.15920398009950248,22,1.028789724283025,False
sun-jupiter,120.0,119,0.5714285714285714,1.1142105757490373,0.11755457514262052,0.1044776119402985,23,1.3120796483609596,False
moon-mercury,0.0,135,0.5703703703703704,1.1121472228309834,0.10533359659275537,0.05472636815920398,34,0.8875832915382962,False
mars-pluto,135.0,278,0.5683453237410072,1.108198648182046,0.036457348770143096,0.03482587064676617,0,,False
mercury-venus,30.0,403,0.5682382133995038,1.1079897971003143,0.014710027632951636,0.029850746268656716,92,1.0865659587989196,False
moon-neptune,60.0,125,0.568,1.107525312294543,0.12621223839218915,0.11940298507462686,29,1.1706917552186147,False
moon-venus,90.0,134,0.5671641791044776,1.1058955714524026,0.12062068921273322,0.12935323383084577,36,0.6810969007984842,False
sun-neptune,0.0,150,0.5666666666666667,1.1049254876177952,0.10793183057227158,0.11940298507462686,50,1.1693909866017052,False
sun-moon,0.0,129,0.5658914728682171,1.103413961642942,0.13190313709756973,0.15422885572139303,32,1.1198804811205847,False
jupiter-saturn,120.0,329,0.5653495440729484,1.1023572717517072,0.032005884746147344,0.029850746268656716,329,1.0663139695456278,False
mercury-venus,45.0,131,0.5648854961832062,1.1014524393854987,0.13472342063309867,0.12437810945273632,32,0.4715286236297198,False
moon-saturn,120.0,140,0.5642857142857143,1.1002829435521742,0.12853945461933106,0.13432835820895522,35,0.9161127544805985,False
venus-jupiter,90.0,218,0.5642201834862385,1.1001551671100012,0.07341810825478493,0.05472636815920398,20,1.2259744214372716,False
venus-jupiter,45.0,117,0.5641025641025641,1.0999258247778958,0.15467649444547,0.12437810945273632,22,1.1145222013066105,False
mercury-mars,45.0,236,0.5635593220338984,1.0988665741762222,0.06750871102895456,0.05970149253731343,21,0.8083347833652339,False
moon-mars,30.0,135,0.562962962962963,1.0977037524046072,0.14031253733338295,0.11442786069651742,35,0.8622237689229162,False
mercury-pluto,135.0,80,0.5625,1.0968010355029585,0.21893138368381432,0.24875621890547264,23,1.0660647142932795,False
moon-uranus,120.0,144,0.5625,1.0968010355029585,0.13375458498892162,0.14925373134328357,37,1.3763538203245875,False
sun-neptune,60.0,153,0.5620915032679739,1.0960045205897393,0.1275695927231652,0.21393034825870647,51,1.1094791144228702,False
moon-jupiter,30.0,132,0.5606060606060606,1.0931081027234872,0.15611552888881103,0.10945273631840796,32,1.1198804811205847,False
moon-mercury,135.0,134,0.5597014925373134,1.091344313933292,0.15901720371885805,0.13432835820895522,34,1.0540051587017267,False
mercury-saturn,150.0,68,0.5588235294117647,1.0896324012839849,0.2623986485843175,0.29850746268656714,13,1.305771573128455,False
moon-jupiter,90.0,145,0.5586206896551724,1.0892368904305243,0.153978374146421,0.15920398009950248,39,1.11232393266498,False
sun-jupiter,150.0,111,0.5585585585585585,1.0891157429618967,0.1926883533573066,0.21393034825870647,22,0.8573247702358542,False
sun-neptune,180.0,120,0.5583333333333333,1.0886765833881218,0.18269899363374514,0.16417910447761194,24,1.335997766950873,False
moon-jupiter,60.0,138,0.5579710144927537,1.0879701092911795,0.16475287516040013,0.20398009950248755,36,1.205017593720395,False
mercury-jupiter,0.0,135,0.5555555555555556,1.0832602819782307,0.18239803670070193,0.15920398009950248,13,0.8705143820856367,False
mars-uranus,135.0,110,0.5545454545454546,1.0812907178291793,0.21803330513701885,0.22885572139303484,37,1.3763538203245875,False
venus-saturn,120.0,101,0.5544554455445545,1.0811152121129273,0.23079945846803648,0.2537313432835821,19,0.9926918392204628,False
mercury-pluto,120.0,188,0.5531914893617021,1.0786506637570468,0.15065934422262903,0.208955223880597,22,0.600127339165098,False
moon-venus,135.0,138,0.5507246376811594,1.0738406273523329,0.21057201510416493,0.18407960199004975,37,1.0704974158080125,False
mars-saturn,135.0,260,0.55,1.0724276791584484,0.12787255385960564,0.14427860696517414,109,0.9690129513124518,False
mars-pluto,150.0,295,0.5491525423728814,1.0707752482198374,0.11714617245224052,0.0945273631840796,0,,False
jupiter-saturn,60.0,519,0.5491329479768786,1.070737041724147,0.05363534884412673,0.04975124378109453,0,,False
moon-mars,150.0,135,0.5481481481481482,1.0688168115518542,0.23154847580806343,0.25870646766169153,35,0.9161127544805985,False
jupiter-pluto,60.0,117,0.5470085470085471,1.0665947391785657,0.25917927999099316,0.21393034825870647,0,,False
sun-uranus,30.0,132,0.5454545454545454,1.0635646404877173,0.2541145977378253,0.2537313432835821,26,0.7979715169118335,False
moon-jupiter,135.0,147,0.54421768707483,1.0611529292847974,0.24899600080876097,0.27860696517412936,40,0.8487515225334957,False
mercury-venus,0.0,430,0.5441860465116279,1.0610912343470482,0.10529470695671728,0.07960199004975124,176,1.3395699534935221,False
venus-pluto,45.0,127,0.5433070866141733,1.0593773781235925,0.27523145686996286,0.32338308457711445,46,1.3940846263835194,False
venus-neptune,30.0,127,0.5433070866141733,1.0593773781235925,0.27523145686996286,0.2885572139303483,45,0.9221004195425632,False
moon-mars,60.0,131,0.5419847328244275,1.0567989621131135,0.2813351009462534,0.24875621890547264,36,1.3098017323047773,False
mercury-saturn,120.0,74,0.5405405405405406,1.0539829770599,0.3598143832153009,0.3681592039800995,20,0.18861144945188793,False
moon-saturn,135.0,137,0.5401459854014599,1.0532136464197104,0.2901786702371707,0.2736318407960199,33,0.800169785553464,False
moon-jupiter,45.0,137,0.5401459854014599,1.0532136464197104,0.2901786702371707,0.3482587064676617,34,0.6656874686537222,False
jupiter-pluto,45.0,113,0.5398230088495575,1.0525838846124753,0.3161363227788609,0.3383084577114428,0,,False
moon-jupiter,0.0,126,0.5396825396825397,1.052309988207424,0.3041373564129435,0.3482587064676617,34,0.6656874686537222,False
sun-moon,180.0,128,0.5390625,1.0511009923570018,0.3071419028058036,0.34328358208955223,35,1.18555768226901,False
